resp_id,wave,bidr_01,bidr_02,bidr_03,bidr_04,bidr_05,bidr_06,bidr_07,bidr_08,bidr_09,bidr_10,bidr_11,bidr_12,bidr_13,bidr_14,bidr_15,bidr_16,bidr_17,bidr_18,bidr_19
w2024_248,2024,5,7,1,5,5,7,2,2,6,7,2,5,7,5,4,3,3,2,7
w2024_249,2024,5,5,2,5,4,6,4,5,4,5,4,5,6,5,3,4,5,3,6
w2024_250,2024,3,5,2,6,5,6,4,3,4,6,3,6,7,6,3,4,3,4,3
w2024_251,2024,5,6,5,6,2,1,5,1,4,6,2,1,4,2,7,2,6,6,2
w2024_252,2024,4,5,3,6,3,5,3,6,2,3,2,2,6,6,5,4,4,5,4
w2024_253,2024,6,3,4,5,6,5,6,1,4,5,3,5,6,2,4,3,6,4,5
w2024_254,2024,5,6,3,7,5,5,4,4,4,7,3,5,7,7,4,5,4,5,3
w2024_255,2024,4,4,3,3,5,4,3,3,5,4,6,4,6,6,6,2,6,7,2
w2024_256,2024,4,4,5,2,4,5,4,3,4,3,4,3,3,4,2,3,6,5,3
w2024_257,2024,3,7,2,5,5,7,2,2,2,5,2,6,5,4,4,6,3,2,5
w2024_258,2024,4,6,1,3,4,7,5,6,5,7,5,5,7,4,1,4,6,5,6
w2024_259,2024,5,7,1,1,4,7,5,1,3,4,1,3,7,6,1,6,5,1,4
w2024_260,2024,3,6,5,6,7,7,5,7,5,7,4,6,7,6,4,5,6,4,6
w2024_261,2024,6,6,7,4,3,3,3,7,1,2,2,4,7,4,3,2,6,7,4
w2024_262,2024,4,2,5,7,4,7,4,1,4,3,1,2,6,5,4,2,5,2,7
w2024_263,2024,6,6,6,2,6,6,6,4,4,4,4,4,7,2,6,4,6,4,2
w2024_264,2024,4,6,1,4,4,4,2,2,4,4,5,4,6,6,4,5,4,2,4
w2024_265,2024,3,5,4,6,3,4,3,6,2,4,2,5,4,5,4,4,4,5,5
w2024_266,2024,6,2,5,5,7,5,7,7,7,2,2,7,7,5,2,2,7,7,5
w2024_267,2024,6,5,4,4,5,3,3,1,4,5,3,5,7,3,4,1,6,7,5
w2024_268,2024,4,3,4,2,5,4,3,3,4,3,5,3,7,1,5,2,5,5,3
w2024_269,2024,7,4,7,4,7,5,7,1,1,7,7,7,1,7,4,4,7,7,7
w2024_270,2024,3,5,2,5,3,5,2,6,3,7,2,6,7,6,3,3,3,3,5
w2024_271,2024,5,3,5,5,6,2,5,6,3,2,3,1,7,7,6,1,6,6,3
w2024_272,2024,6,4,4,6,1,7,7,5,4,6,3,2,6,6,5,3,4,4,2
w2024_273,2024,4,5,2,1,7,7,4,1,4,5,3,7,7,2,4,2,4,3,4
w2024_274,2024,3,4,6,6,6,5,6,2,5,4,4,3,7,5,2,4,5,6,3
w2024_275,2024,4,3,6,5,6,5,2,1,5,2,4,5,1,2,5,1,6,6,2
w2024_276,2024,6,5,5,2,2,5,5,3,1,7,1,7,7,3,1,3,6,2,7
w2024_277,2024,6,6,1,5,4,5,2,4,2,5,2,7,7,1,2,4,2,2,6
w2024_278,2024,5,5,4,3,3,5,3,4,4,6,3,5,6,4,3,3,4,6,4
w2024_279,2024,6,3,3,5,4,5,4,4,5,5,4,5,6,5,4,5,5,4,4
w2024_280,2024,6,4,2,2,7,5,6,5,3,4,4,2,7,6,4,3,5,5,4
w2024_281,2024,3,5,3,6,5,5,3,3,4,5,3,5,6,1,5,3,6,2,6
w2024_282,2024,5,7,5,3,6,6,5,6,6,3,5,4,7,5,3,4,5,4,3
w2024_283,2024,5,6,6,2,4,7,4,4,5,7,3,4,6,5,4,2,4,7,3
w2024_284,2024,6,6,4,4,5,4,6,4,2,6,2,3,5,3,1,3,5,3,4
w2024_285,2024,4,7,4,3,6,7,2,2,1,3,1,3,7,1,6,3,6,2,3
w2024_286,2024,3,3,2,6,4,6,3,3,1,6,2,6,7,2,5,3,3,2,5
w2024_287,2024,5,5,3,4,6,6,4,4,5,4,4,4,7,7,4,4,5,3,4
w2024_288,2024,5,7,1,6,2,6,2,4,1,6,1,6,6,4,4,5,2,2,4
w2024_289,2024,6,4,2,3,6,5,2,6,3,6,2,2,6,2,3,3,5,3,5
w2024_290,2024,5,4,3,5,5,4,4,2,5,4,5,4,7,6,4,3,5,3,4
w2024_291,2024,4,7,1,7,5,6,5,6,1,2,2,5,5,7,4,5,5,1,5
w2024_292,2024,4,2,1,7,4,7,6,2,4,6,1,4,7,1,1,4,4,1,1
w2024_293,2024,5,5,2,4,6,5,6,7,4,6,4,6,7,6,5,4,6,5,2
w2024_294,2024,7,7,1,3,7,7,3,1,5,2,7,1,7,1,6,3,4,1,1
w2024_295,2024,3,7,1,4,4,6,2,4,4,4,2,2,7,1,3,1,2,2,4
w2024_296,2024,4,6,7,4,3,4,2,6,7,7,3,3,7,2,4,4,3,1,3
w2024_297,2024,5,6,2,6,4,6,4,3,3,7,4,4,6,6,3,1,6,3,6
w2024_298,2024,4,4,4,5,5,6,4,3,3,2,4,2,7,5,2,3,5,4,4
w2024_299,2024,5,7,3,7,7,7,7,5,5,7,2,7,5,7,1,5,5,3,2
w2024_300,2024,5,7,4,6,5,6,4,4,3,6,2,5,6,5,4,3,4,4,3
w2024_301,2024,5,4,4,4,5,3,6,1,6,4,6,1,7,5,7,2,7,5,3
w2024_302,2024,4,7,2,4,4,7,3,3,4,7,5,4,6,5,5,4,5,2,3
w2024_303,2024,5,7,5,7,6,6,4,6,4,6,3,5,7,6,4,4,5,3,5
w2024_304,2024,4,5,2,4,4,5,3,3,4,3,4,3,4,4,3,4,5,5,2
w2024_305,2024,7,2,5,2,5,1,5,1,1,2,3,2,1,4,6,2,6,5,3
w2024_306,2024,4,2,5,5,7,6,4,7,7,7,4,3,7,1,6,2,6,7,6
w2024_307,2024,5,5,3,3,5,5,3,3,5,6,4,3,6,6,4,3,5,3,4
w2024_308,2024,6,6,6,5,6,6,6,5,5,5,5,5,4,7,6,6,5,5,6
w2024_309,2024,5,4,3,4,5,5,3,2,4,4,4,2,4,5,2,4,4,4,3
w2024_310,2024,3,3,1,7,3,5,1,2,1,3,1,7,7,7,3,7,4,1,4
w2024_311,2024,2,3,4,5,6,6,6,3,5,3,5,2,6,2,3,2,5,3,2
w2024_312,2024,5,3,7,6,4,5,2,7,2,6,7,6,3,6,6,2,6,1,2
w2024_313,2024,5,6,7,7,4,4,3,1,4,7,3,5,7,3,4,3,3,3,4
w2024_314,2024,4,7,2,6,6,5,2,5,1,6,2,5,7,6,3,2,5,2,4
w2024_315,2024,5,6,3,5,6,6,3,3,5,4,4,5,7,1,5,2,5,2,6
w2024_316,2024,4,6,2,6,2,7,7,4,1,6,2,7,6,5,2,3,5,3,6
w2024_317,2024,4,5,4,4,6,4,3,5,2,5,2,5,6,2,5,2,5,4,5
w2024_318,2024,5,5,2,5,6,5,5,2,2,2,3,2,7,3,2,4,6,4,5
w2024_319,2024,5,6,1,4,4,5,3,6,2,6,2,5,5,5,2,3,3,1,5
w2024_320,2024,5,7,4,4,6,6,4,6,6,5,3,5,7,2,4,5,4,4,4
w2024_321,2024,3,7,2,7,6,7,4,1,6,4,3,4,7,7,1,4,5,3,4
w2024_322,2024,5,4,2,4,3,5,3,4,5,5,3,3,6,4,3,5,5,3,3
w2024_323,2024,4,7,6,6,7,6,5,4,4,6,5,5,5,4,5,3,5,6,4
w2024_324,2024,4,5,2,4,2,7,1,3,1,7,1,7,7,5,5,2,1,1,5
w2024_325,2024,7,6,6,2,6,4,5,2,6,7,5,3,7,2,7,4,6,7,4
w2024_326,2024,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,5,4
w2024_327,2024,4,6,4,4,3,6,4,6,4,6,2,5,5,6,4,4,4,6,4
w2024_328,2024,6,6,1,6,6,5,4,4,5,6,1,6,7,7,3,2,4,5,3
w2024_329,2024,6,4,3,5,7,5,5,2,4,6,3,7,6,6,5,2,4,2,1
w2024_330,2024,5,6,6,6,3,6,4,2,2,6,2,5,7,6,4,3,5,4,5
w2024_331,2024,4,5,3,5,3,5,5,4,3,3,5,3,7,2,3,5,5,3,5
w2024_332,2024,4,5,4,4,5,4,3,3,6,3,5,4,7,4,6,2,5,5,1
w2024_333,2024,5,4,3,6,2,7,3,2,4,2,2,5,6,3,2,1,3,7,2
w2026_001,2026,4,7,1,7,5,6,3,2,5,6,2,7,7,7,1,2,5,6,3
w2026_002,2026,4,6,5,5,6,4,6,4,2,5,5,5,7,5,3,4,6,4,2
w2026_003,2026,5,3,1,7,3,4,4,4,4,5,4,7,7,7,5,5,5,2,6
w2026_004,2026,6,3,4,5,6,4,4,4,4,5,4,3,6,5,5,4,5,6,3
w2026_005,2026,5,5,2,6,6,6,5,7,3,6,2,6,7,6,4,2,3,3,3
w2026_006,2026,6,5,2,6,7,6,6,1,7,7,7,5,7,1,5,4,6,4,5
w2026_007,2026,4,6,1,7,4,6,5,3,4,6,4,5,7,4,2,6,6,1,3
w2026_008,2026,4,3,6,4,5,4,2,4,6,6,2,5,6,3,4,2,4,4,3
w2026_009,2026,3,6,3,6,4,6,4,1,4,5,5,2,7,3,5,5,5,4,4
w2026_010,2026,4,7,2,5,5,4,7,1,3,6,6,3,4,7,6,7,7,7,7
w2026_011,2026,4,4,5,4,5,4,5,7,4,5,4,3,7,5,4,3,5,5,3
w2026_012,2026,5,5,3,5,6,4,3,2,5,2,6,3,7,2,5,2,6,5,4
w2026_013,2026,5,6,2,6,7,5,5,5,5,5,7,1,7,6,3,2,6,3,2
w2026_014,2026,6,6,1,7,4,6,5,4,2,6,1,5,7,7,2,4,6,3,3
w2026_015,2026,5,3,4,3,3,3,4,1,1,4,2,4,4,3,4,4,4,4,3
w2026_016,2026,5,3,4,6,4,3,1,7,6,5,2,6,7,6,6,2,6,3,4
w2026_017,2026,4,4,3,5,3,5,5,6,5,5,2,3,7,6,3,3,6,5,2
w2026_018,2026,5,5,3,7,6,4,5,7,5,3,4,3,5,3,3,5,6,6,5
w2026_019,2026,3,6,5,7,7,5,7,2,5,5,2,5,3,7,6,3,5,6,1
w2026_020,2026,3,4,2,5,6,6,4,6,5,2,5,5,7,1,1,1,6,6,1
w2026_021,2026,4,7,7,5,7,5,5,2,1,4,3,6,7,5,3,1,5,7,7
w2026_022,2026,4,5,1,6,2,6,4,3,2,6,2,6,7,7,2,4,5,2,6
w2026_023,2026,7,6,2,6,6,7,7,3,6,7,4,4,7,4,5,3,6,6,2
w2026_024,2026,5,7,7,1,3,3,3,1,2,7,1,3,5,5,5,2,3,1,3
w2026_025,2026,6,5,1,4,5,6,3,2,4,5,5,5,7,5,5,2,6,1,6
w2026_026,2026,4,7,5,7,6,7,6,2,4,6,6,2,2,4,6,6,6,4,2
w2026_027,2026,4,4,1,6,2,7,1,1,3,7,1,7,7,5,1,1,2,2,5
w2026_028,2026,5,7,3,5,4,5,2,2,2,5,2,6,7,1,4,2,4,3,3
w2026_029,2026,6,7,2,6,7,5,6,6,5,7,5,6,5,2,6,2,7,2,3
w2026_030,2026,4,6,3,4,5,5,6,6,4,7,3,5,7,1,3,3,3,2,6
w2026_031,2026,2,4,2,5,6,7,5,4,2,6,5,5,7,6,4,3,4,5,6
w2026_032,2026,4,7,3,6,4,5,2,4,6,3,2,5,7,6,6,2,5,3,6
w2026_033,2026,3,4,3,4,6,6,4,7,4,4,2,3,7,5,3,1,6,6,2
w2026_034,2026,4,7,7,4,4,6,3,6,4,7,2,6,7,2,4,2,3,5,4
w2026_035,2026,4,3,5,2,5,2,5,2,6,3,6,4,6,2,6,4,6,5,4
w2026_036,2026,5,6,6,4,6,3,5,5,5,3,5,5,6,5,5,2,6,5,3
w2026_037,2026,6,5,3,6,6,3,3,3,6,3,6,3,7,6,3,3,6,2,4
w2026_038,2026,6,7,1,7,6,1,1,7,5,2,1,5,7,1,4,3,6,3,1
w2026_039,2026,5,5,2,2,5,6,5,2,4,6,5,5,7,7,4,4,5,1,6
w2026_040,2026,6,4,5,3,4,4,4,4,4,4,4,4,7,4,4,1,4,4,4
w2026_041,2026,4,5,3,4,3,6,6,5,5,6,4,4,2,4,2,3,3,2,5
w2026_042,2026,5,5,3,3,5,4,5,2,6,4,4,2,7,1,5,3,5,5,2
w2026_043,2026,4,5,2,3,6,7,1,5,7,7,2,4,7,4,5,4,5,5,7
w2026_044,2026,4,5,1,6,5,6,4,6,7,5,3,4,7,1,6,4,6,3,5
w2026_045,2026,4,3,3,4,5,5,4,5,5,4,3,3,4,3,4,4,4,5,4
w2026_046,2026,4,5,3,5,5,6,6,6,4,3,5,6,7,3,3,3,6,3,5
w2026_047,2026,5,5,2,4,5,4,5,6,5,7,3,4,7,5,6,4,5,2,3
w2026_048,2026,3,5,5,5,3,6,2,6,3,5,3,3,7,6,3,3,3,6,5
w2026_049,2026,5,7,1,3,7,5,6,1,5,3,4,4,7,3,4,1,6,7,1
w2026_050,2026,2,6,4,5,3,7,2,2,7,7,3,2,7,7,1,3,3,5,2
w2026_051,2026,5,7,2,5,5,5,3,3,2,5,1,5,4,2,5,6,4,3,5
w2026_052,2026,4,5,1,5,6,6,3,2,2,3,3,5,7,5,3,3,6,3,5
w2026_053,2026,3,6,3,6,7,5,2,6,4,4,1,4,7,4,3,1,4,2,2
w2026_054,2026,5,6,2,7,2,7,4,5,4,7,2,7,7,7,5,2,5,4,6
w2026_055,2026,3,5,4,3,4,6,2,4,3,4,3,4,4,3,2,4,6,4,3
w2026_056,2026,5,5,3,4,5,6,4,3,4,5,2,6,7,2,3,2,4,4,5
w2026_057,2026,5,4,2,5,5,6,4,5,5,4,4,2,4,1,4,4,5,4,6
w2026_058,2026,3,6,2,4,5,6,4,7,4,4,3,5,7,7,3,5,4,3,5
w2026_059,2026,5,3,2,5,5,6,5,4,4,3,4,2,7,4,5,3,5,2,3
w2026_060,2026,5,6,5,6,5,3,3,4,4,5,2,3,2,4,5,2,5,5,4
w2026_061,2026,2,5,2,4,4,5,4,6,3,6,2,5,6,3,3,4,5,4,3
w2026_062,2026,5,5,1,5,3,6,3,3,2,7,2,5,6,7,3,2,3,2,3
w2026_063,2026,5,5,5,5,7,5,2,1,5,2,4,3,7,2,5,2,4,7,5
w2026_064,2026,6,5,6,5,6,5,5,5,6,7,4,4,7,5,5,7,7,5,6
w2026_065,2026,5,6,2,5,6,6,5,7,4,6,3,5,6,5,5,4,5,2,2
w2026_066,2026,1,5,4,7,5,7,6,3,5,7,1,6,1,7,4,1,6,5,7
w2026_067,2026,2,5,2,5,2,2,2,7,4,3,4,3,7,5,6,2,5,7,3
w2026_068,2026,4,7,3,5,3,6,2,6,3,5,2,5,5,5,4,3,3,5,4
w2026_069,2026,5,6,2,6,3,6,5,7,4,7,3,7,7,5,3,6,4,2,4
w2026_070,2026,3,4,6,5,5,6,4,5,5,2,3,3,7,2,3,4,4,7,5
w2026_071,2026,3,7,1,7,7,6,2,3,4,7,1,3,7,7,2,2,2,1,5
w2026_072,2026,3,5,2,7,5,6,1,4,2,6,2,3,6,6,1,4,5,1,6
w2026_073,2026,3,7,4,7,2,7,4,7,2,6,1,6,6,6,4,4,3,3,6
w2026_074,2026,6,4,7,3,5,5,3,5,5,5,4,1,1,1,5,3,5,3,2
w2026_075,2026,3,6,4,6,3,5,4,5,1,7,1,7,7,7,2,4,5,5,7
w2026_076,2026,3,6,2,6,4,5,5,4,5,6,3,6,7,2,4,3,4,2,5
w2026_077,2026,5,7,6,7,2,7,1,1,3,7,1,2,4,4,1,6,3,4,5
w2026_078,2026,1,7,4,4,4,7,5,1,1,4,3,7,7,6,1,2,5,4,3
w2026_079,2026,4,4,5,5,6,4,3,2,4,2,1,4,7,7,5,3,5,6,7
w2026_080,2026,4,3,4,7,7,4,7,6,6,3,5,6,7,6,5,1,5,7,5
w2026_081,2026,2,6,3,2,7,7,2,1,1,7,5,2,7,5,1,5,6,6,6
w2026_082,2026,6,5,4,7,6,6,7,3,7,4,1,5,4,2,5,2,6,7,3
w2026_083,2026,6,5,4,4,5,5,6,2,3,6,3,5,7,7,5,2,6,5,6
w2026_084,2026,1,2,7,4,6,6,3,3,5,7,2,4,3,5,1,2,3,2,7
w2026_085,2026,4,2,4,5,5,5,3,5,5,6,5,4,5,5,5,3,5,4,1
w2026_086,2026,4,4,1,6,6,4,5,4,6,7,1,3,6,4,4,2,5,1,6
w2026_087,2026,6,4,7,6,6,6,5,7,3,7,2,4,6,6,4,4,5,6,3
w2026_088,2026,7,5,4,1,7,7,7,7,7,5,7,2,4,5,7,3,7,1,1
w2026_089,2026,4,7,1,7,4,7,5,5,4,2,2,2,5,3,4,4,4,1,5
w2026_090,2026,4,5,4,5,5,5,2,7,6,6,2,4,7,6,1,2,4,6,3
w2026_091,2026,6,3,7,3,2,6,2,3,1,6,2,5,7,7,2,1,3,3,6
w2026_092,2026,3,5,5,5,5,5,3,4,4,4,5,4,5,4,4,3,4,5,3
w2026_093,2026,5,4,4,4,5,5,6,3,5,3,5,4,7,4,5,4,6,3,2
w2026_094,2026,4,5,5,6,6,5,3,1,4,5,3,6,7,7,5,2,3,4,4
w2026_095,2026,6,4,2,5,5,6,3,4,3,5,5,3,6,3,4,3,4,4,4
w2026_096,2026,5,5,3,6,4,3,5,5,4,5,3,2,6,5,5,5,6,3,4
w2026_097,2026,4,7,2,6,3,7,6,7,4,5,3,7,7,7,1,4,5,5,5
w2026_098,2026,6,5,5,5,4,6,6,4,6,3,4,5,4,6,6,4,4,6,5
w2026_099,2026,4,6,1,7,4,7,4,2,5,5,6,4,7,5,2,7,5,2,7
w2026_100,2026,4,5,3,7,5,5,3,7,3,7,2,5,7,2,1,3,2,5,5
w2026_101,2026,5,6,3,7,6,6,6,1,7,5,5,4,7,4,4,3,5,6,5
w2026_102,2026,5,6,4,6,5,7,3,6,2,7,2,6,7,7,3,2,5,4,4
w2026_103,2026,5,4,3,2,5,4,4,5,3,3,7,1,7,6,5,3,6,6,2
w2026_104,2026,4,5,6,5,6,7,5,7,6,6,3,4,7,6,4,4,5,5,6
w2026_105,2026,6,2,7,7,1,5,1,4,4,7,1,7,7,7,5,7,5,1,7
w2026_106,2026,3,5,5,5,4,5,4,2,1,2,1,5,7,6,1,3,4,3,4
w2026_107,2026,4,7,4,4,4,6,5,6,4,4,1,5,7,7,6,2,7,7,5
w2026_108,2026,6,4,7,2,6,7,6,7,6,6,6,2,7,1,1,7,4,4,6
w2026_109,2026,6,5,6,1,6,1,6,4,4,6,6,1,7,6,5,2,5,7,1
w2026_110,2026,3,7,6,7,5,5,3,3,4,6,3,7,5,3,4,6,5,3,5
w2026_111,2026,6,2,5,5,7,4,5,7,5,3,1,5,7,7,5,3,5,7,6
w2026_112,2026,4,5,5,5,5,3,4,3,2,2,6,4,7,5,6,2,5,3,5
w2026_113,2026,3,6,3,7,3,7,3,3,6,5,2,5,7,6,1,3,5,4,5
w2026_114,2026,5,6,4,5,3,6,4,3,5,6,1,6,7,2,5,5,6,3,6
w2026_115,2026,3,7,6,6,7,7,3,6,6,7,2,2,7,5,5,7,7,1,6
w2026_116,2026,4,6,1,6,2,7,2,2,1,6,1,6,5,6,1,4,4,1,6
w2026_117,2026,2,7,3,6,6,7,5,2,5,6,3,2,7,6,1,2,3,6,6
w2026_118,2026,3,7,2,2,3,6,1,7,2,3,4,6,7,6,3,3,4,2,3
w2026_119,2026,5,5,3,5,5,7,5,5,6,6,5,6,6,6,6,4,6,4,5
w2026_120,2026,4,4,1,6,5,5,5,4,5,5,3,5,7,4,2,4,5,3,5
w2026_121,2026,5,6,2,6,2,4,3,2,5,3,2,2,7,3,5,2,6,3,3
w2026_122,2026,5,5,2,4,3,4,1,4,4,4,2,5,7,7,5,4,2,3,4
w2026_123,2026,2,2,2,6,7,5,5,7,2,6,3,6,7,3,5,2,6,2,3
w2026_124,2026,6,5,6,7,6,7,6,6,2,7,3,6,7,7,5,3,7,6,3
w2026_125,2026,2,6,1,6,5,6,4,3,4,6,4,6,7,5,3,5,5,4,5
w2026_126,2026,6,3,3,2,6,3,4,5,6,2,4,4,6,5,5,3,6,4,2
w2026_127,2026,3,3,4,4,5,5,2,7,4,5,4,2,7,5,3,1,5,6,2
w2026_128,2026,6,2,5,2,7,2,6,4,7,1,6,1,7,4,7,2,7,6,2
w2026_129,2026,6,4,3,4,6,2,4,5,6,3,5,2,7,5,1,6,6,6,5
w2026_130,2026,6,4,1,6,6,3,4,4,5,6,1,3,6,6,3,2,6,1,5
w2026_131,2026,4,3,2,6,5,7,4,5,6,3,5,2,7,2,1,2,6,2,2
w2026_132,2026,7,6,4,1,2,1,1,1,7,1,3,5,7,6,6,2,7,6,2
w2026_133,2026,1,3,2,6,2,6,5,7,2,5,1,7,7,5,1,6,5,3,7
w2026_134,2026,4,7,2,5,4,7,5,4,5,6,1,3,7,1,3,3,5,5,3
w2026_135,2026,4,5,5,5,5,6,5,3,7,6,4,4,7,1,3,4,6,2,4
w2026_136,2026,6,4,2,5,6,5,5,4,5,5,2,5,7,6,7,2,7,2,2
w2026_137,2026,3,7,5,7,1,7,6,1,1,7,2,7,7,3,5,4,5,3,7
w2026_138,2026,3,6,2,6,4,5,3,2,3,6,1,6,7,5,3,3,5,3,5
w2026_139,2026,1,6,5,6,3,7,3,1,2,7,1,3,7,2,5,3,4,3,6
w2026_140,2026,5,6,1,6,6,6,3,6,3,6,2,6,7,5,2,3,5,2,2
w2026_141,2026,4,7,4,6,5,5,2,7,2,6,1,5,6,6,4,3,3,6,5
w2026_142,2026,3,3,3,5,5,4,1,4,6,6,2,5,7,4,3,2,3,4,5
w2026_143,2026,4,6,3,7,1,5,6,2,1,6,1,6,7,7,5,1,6,6,4
w2026_144,2026,4,6,1,7,6,5,2,7,6,5,1,3,7,7,5,1,4,5,2
w2026_145,2026,5,6,2,6,5,3,5,4,4,4,2,6,6,7,6,3,6,3,2
w2026_146,2026,5,6,5,5,2,6,2,3,7,4,5,5,1,6,1,2,5,3,7
w2026_147,2026,5,4,1,3,5,6,5,6,4,4,3,3,7,3,3,4,3,3,4
w2026_148,2026,4,5,6,5,3,7,2,2,4,4,1,6,4,5,4,3,2,5,6
w2026_149,2026,5,6,3,6,3,7,6,4,5,3,3,5,7,6,3,3,4,3,5
w2026_150,2026,4,6,2,6,4,6,4,5,3,6,3,5,6,5,2,6,3,5,6
w2026_151,2026,3,6,5,3,6,5,3,6,5,3,4,7,7,5,5,5,6,3,3
w2026_152,2026,4,6,1,5,4,7,1,3,3,5,1,6,6,1,1,4,1,2,3
w2026_153,2026,4,3,3,3,4,5,1,3,5,4,2,4,6,7,4,2,4,4,3
w2026_154,2026,6,7,2,6,3,7,2,1,2,7,2,2,7,3,2,2,5,3,5
w2026_155,2026,5,4,3,3,5,3,5,6,5,4,3,5,6,3,5,3,5,5,4
w2026_156,2026,4,5,4,6,6,4,4,6,5,4,3,5,4,6,4,2,4,6,4
w2026_157,2026,4,7,1,6,4,6,1,3,4,7,1,6,7,1,2,5,4,3,5
w2026_158,2026,4,5,1,6,5,6,4,2,4,5,2,7,7,6,2,2,4,2,5
w2026_159,2026,5,4,3,6,4,6,7,4,3,6,2,2,7,7,2,3,3,1,5
w2026_160,2026,4,5,4,6,7,5,3,3,4,5,4,1,7,7,4,2,4,4,3
w2026_161,2026,5,7,1,7,6,7,2,2,4,7,2,6,7,3,4,3,5,3,4
w2026_162,2026,6,5,4,5,5,6,6,5,4,2,4,7,7,6,4,4,5,5,4
w2026_163,2026,3,6,1,6,6,6,2,6,4,6,3,6,7,6,2,2,4,6,5
w2026_164,2026,6,7,4,7,3,7,5,6,2,7,4,7,7,5,1,6,7,5,7
